game_id,names,min_players,max_players,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,weight
73,Show Manager,2,6,60,60,1996,7.0509699999999995,6.39591,1559,10,"Card Drafting, Set Collection",1735,Card Game,Dirk Henn,2.1019
38386,A Castle for All Seasons,2,4,60,60,2008,6.7668800000000005,6.39546,2761,10,"Simultaneous Action Selection, Variable Phase Order, Worker Placement",3043,"City Building, Medieval","Inka Brand, Markus Brand",2.7964
226501,Dragonfire,2,6,60,90,2017,7.72262,6.393619999999999,963,13,"Card Drafting, Co-operative Play, Deck / Pool Building, Hand Management, Variable Player Powers",2602,"Card Game, Fantasy","Randall N. Bills, Dylan Birtolo, Loren Coleman, Talon Coleman, Mike Elliott, Rob Heinsoo, Jim Lin, Gregory Marques, Sean McCarthy, Jay Schneider, Rob Watkins",3.1289999999999996
155255,Pax Pamir,2,5,60,120,2015,7.661239999999999,6.39285,820,12,"Area Control / Area Influence, Area Movement, Hand Management, Simulation",1940,"Card Game, Economic, Negotiation, Political, Spies/Secret Agents","Phil Eklund, Cole Wehrle",3.5797
223855,Sentient,2,4,45,60,2017,7.42174,6.3928199999999995,978,12,"Area Control / Area Influence, Card Drafting, Dice Rolling, Set Collection",1528,"Industry / Manufacturing, Science Fiction",J. Alex Kevern,2.2632
219215,Werewords,4,10,10,10,2017,7.36345,6.39276,1063,8,"Variable Player Powers, Voting",2039,"Deduction, Party Game, Real-time, Word Game",Ted Alspach,1.0667
56931,Arena: Roma II,2,2,30,45,2009,6.93435,6.39268,1853,8,"Action Point Allowance System, Card Drafting, Dice Rolling, Hand Management",2632,"Ancient, Card Game, Dice",Stefan Feld,1.9286
986,Babel,2,2,45,60,2000,6.7004600000000005,6.39202,3428,12,"Hand Management, Set Collection",5543,"Ancient, Card Game, City Building","Hagen Dorgathen, Uwe Rosenberg",2.3994
119,Kingdoms,2,4,45,45,1994,6.63697,6.39197,4261,9,Tile Placement,5525,"Abstract Strategy, Fantasy, Medieval",Reiner Knizia,1.8321
10093,Axis & Allies,2,5,240,240,2004,6.7056,6.39158,5453,12,"Area Movement, Dice Rolling, Partnerships",6983,"Economic, Wargame, World War II","Larry Harris, Jr., Mike Selinker",3.2085
166857,Antike II,3,6,90,120,2014,7.52148,6.3914,893,13,"Area Control / Area Influence, Area Movement",1462,"Ancient, Civilization, Fighting, Nautical, Territory Building",Mac Gerdts,2.8852
84,Rommel in the Desert,2,2,150,150,1982,7.51583,6.39121,914,12,"Dice Rolling, Secret Unit Deployment",1918,"Wargame, World War II",Craig Besinque,3.4189
21954,Perikles,3,5,120,120,2006,6.94335,6.39101,1788,13,"Area Control / Area Influence, Card Drafting, Dice Rolling, Secret Unit Deployment",2603,"Ancient, Fighting, Political",Martin Wallace,3.2741
216091,Unlock! The Formula,1,6,45,75,2017,7.1616,6.3908,1276,10,"Co-operative Play, Storytelling",2498,"Card Game, Exploration, Puzzle, Real-time",Cyril Demaegd,2.2308
42124,Dungeon Twister 2: Prison,1,2,60,60,2009,7.32764,6.39079,1098,10,"Action Point Allowance System, Grid Movement, Hand Management, Modular Board, Secret Unit Deployment, Tile Placement, Variable Player Powers",2308,"Adventure, Exploration, Fantasy, Fighting, Maze",Christophe Boelinger,3.2697
237,Wooden Ships & Iron Men,2,2,60,60,1974,7.01452,6.39047,1772,12,"Action / Movement Programming, Dice Rolling, Hex-and-Counter",3513,"Age of Reason, American Indian Wars, American Revolutionary War, Napoleonic, Nautical, Pirates, Post-Napoleonic, Wargame",S. Craig Taylor,3.1282
23679,Warriors of God,2,2,180,180,2008,7.41718,6.38962,955,12,"Area Movement, Dice Rolling",1849,"Medieval, Wargame","Makoto Nakajima, Adam Starkweather",2.628
165950,Beasty Bar,2,4,20,20,2014,6.857060000000001,6.3893699999999995,2163,8,"Hand Management, Take That",3180,"Animals, Card Game, Humor",Stefan Kloß,1.4353
157,Eurorails,2,6,180,240,1990,7.06085,6.38932,1638,10,"Crayon Rail System, Pick-up and Deliver, Route/Network Building",2374,"Economic, Trains, Transportation","Darwin Bromley, Steven Courtemanche, Larry Roznai",2.7552
1568,Space Crusade,2,4,120,120,1990,6.948119999999999,6.38911,2281,10,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",3725,"Miniatures, Science Fiction",Stephen Baker,2.3018
620,We the People,2,2,120,120,1993,7.32105,6.38889,1083,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",1577,"Age of Reason, American Revolutionary War, Wargame",Mark Herman,2.7226
1544,Beyond Balderdash,2,6,45,45,1993,6.8019,6.38874,2589,10,"Paper-and-Pencil, Voting",3865,"Bluffing, Party Game, Word Game",Paul Toyne,1.4873
71906,Castaways,1,4,120,120,2013,7.08644,6.38855,1521,12,"Dice Rolling, Press Your Luck, Time Track, Variable Player Powers, Worker Placement",2313,"Adventure, Negotiation",Alberto Corral,3.0076
149951,Warfighter: The Tactical Special Forces Card Game,1,6,30,180,2014,7.7717,6.38665,823,0,"Action Point Allowance System, Campaign / Battle Card Driven, Co-operative Play, Dice Rolling, Hand Management, Variable Player Powers",1828,"Card Game, Modern Warfare",Dan Verssen,2.6860000000000004
40209,RAF: The Battle of Britain 1940,1,2,300,300,2009,7.963419999999999,6.3861,679,0,"Campaign / Battle Card Driven, Dice Rolling",1858,"Aviation / Flight, Wargame, World War II",John H. Butterfield,3.2697
38992,Royal Palace,2,4,60,60,2008,6.89475,6.3857,1936,12,"Action Point Allowance System, Area Control / Area Influence",2211,Age of Reason,Xavier Georges,2.782
8098,Jungle Speed,2,8,10,10,1997,6.55663,6.38502,8946,7,Pattern Recognition,12585,"Action / Dexterity, Card Game, Party Game, Real-time","Thomas Vuarchex, Pierrick Yakovenko",1.1467
438,Scotland Yard,3,6,45,45,1983,6.50725,6.38413,11500,10,"Partnerships, Point to Point Movement, Secret Unit Deployment",17988,"Deduction, Travel","Manfred Burggraf, Dorothy Garrels, Wolf Hoermann, Fritz Ifland, Werner Scheerer, Werner Schlegel",1.9615
99975,Timeline: Discoveries,2,8,15,15,2011,6.76248,6.3826,2725,8,none,5385,"Card Game, Educational, Trivia",Frédéric Henry,1.2
2808,The Russian Campaign,2,2,360,360,1974,7.25755,6.38121,1248,12,"Dice Rolling, Hex-and-Counter",2424,"Wargame, World War II",John Edwards,2.8621
15818,Pickomino,2,7,20,20,2005,6.54219,6.3786,7208,8,"Dice Rolling, Press Your Luck",9886,"Animals, Dice",Reiner Knizia,1.1533
4396,Odin's Ravens,2,2,30,30,2002,6.68005,6.37815,3442,10,Hand Management,4395,"Animals, Card Game, Mythology, Racing",Thorsten Gimmler,1.6762
619,The Bottle Imp,2,4,30,30,1995,6.7554,6.377269999999999,2631,10,Trick-taking,3573,Card Game,Günter Cornett,1.9016
92190,Super Dungeon Explore,2,6,120,120,2011,6.9122,6.37715,2338,10,"Action Point Allowance System, Dice Rolling, Modular Board, Partnerships, Variable Phase Order, Variable Player Powers",5182,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Chris Birkenhagen, John Cadice, Deke Stella",2.7547
915,Mystery of the Abbey,3,6,120,120,1995,6.54866,6.37678,7087,10,"Area Movement, Hand Management, Paper-and-Pencil, Set Collection",8631,"Deduction, Medieval, Murder/Mystery, Religious","Bruno Faidutti, Serge Laget",2.2087
3931,Mare Nostrum,3,5,120,120,2003,6.74689,6.37566,2961,10,"Area Control / Area Influence, Dice Rolling, Set Collection, Trading, Variable Player Powers",3272,"Ancient, Civilization, Economic",Serge Laget,2.9913
36811,The Princes of Machu Picchu,2,5,90,90,2008,6.99655,6.37476,1553,12,"Area Control / Area Influence, Area Movement, Set Collection, Worker Placement",1677,"Civilization, Economic, Religious",Mac Gerdts,3.1017
494,Ave Caesar,2,6,30,30,1989,6.63104,6.3741,4010,12,Hand Management,3825,"Ancient, Racing",Wolfgang Riedesser,1.3687
75476,Inca Empire,3,4,120,120,2010,7.07684,6.37247,1353,12,"Hand Management, Route/Network Building",1705,"Civilization, Exploration",Alan D. Ernstein,3.1374
157413,New Bedford,1,4,75,75,2016,7.2481,6.372380000000001,1172,12,Worker Placement,2528,City Building,Nathaniel Levan,2.4194
54361,Heroscape Master Set:  Battle for the Underdark,2,2,60,60,2010,7.47855,6.37206,953,8,"Dice Rolling, Modular Board",2425,"Adventure, Fantasy, Fighting, Miniatures, Science Fiction","Colby Dauch, Rob Daviau, Chris Dupuis, Jerry Hawthorne, Peter Lee, Craig Van Ness",2.4565
71074,Expedition: Northwest Passage,1,4,60,60,2010,7.06543,6.370340000000001,1404,14,"Action Point Allowance System, Set Collection, Tile Placement",1932,"Exploration, Nautical, Racing",Yves Tourigny,2.6701
28089,Château Roquefort,2,4,30,30,2007,6.850210000000001,6.36975,2051,6,"Action Point Allowance System, Memory",2652,"Animals, Children's Game, Maze, Memory","Jens-Peter Schliemann, Bernhard Weber",1.5888
111105,Agents of SMERSH,1,4,90,90,2012,7.06112,6.36939,1427,13,"Area Movement, Co-operative Play, Dice Rolling, Point to Point Movement, Role Playing, Storytelling, Variable Player Powers",2882,"Adventure, Exploration, Spies/Secret Agents",Jason Maxwell,2.5111
122240,Last Night on Earth: Timber Peak,2,6,90,90,2012,7.6684600000000005,6.36921,820,12,"Dice Rolling, Hand Management, Modular Board, Partnerships, Roll / Spin and Move, Variable Player Powers",2259,"Fighting, Horror, Miniatures, Zombies",Jason C. Hill,2.6047
198740,Lovecraft Letter,2,6,5,15,2017,7.41628,6.36907,980,10,"Hand Management, Player Elimination",2201,"Card Game, Deduction, Fantasy, Horror",Seiji Kanai,1.35
32125,Felicity: The Cat in the Sack,3,5,20,20,2007,6.60345,6.36866,4304,8,"Auction/Bidding, Betting/Wagering, Secret Unit Deployment",4928,"Animals, Bluffing, Card Game",Friedemann Friese,1.3939
43868,The Adventurers: The Temple of Chac,2,6,45,45,2009,6.61412,6.3684400000000005,4302,10,"Action Point Allowance System, Dice Rolling, Grid Movement, Memory, Press Your Luck, Variable Player Powers",5137,"Adventure, Ancient, Exploration, Miniatures","Guillaume Blossier, Frédéric Henry",1.6676
13308,Niagara,3,5,30,45,2004,6.52588,6.36597,7014,8,"Hand Management, Pick-up and Deliver, Set Collection, Simultaneous Action Selection",8271,Nautical,Thomas Liesching,1.8306
9910,Wings of War: Watch Your Back!,2,4,30,30,2005,6.9810300000000005,6.36592,1725,10,"Action / Movement Programming, Player Elimination, Simulation, Simultaneous Action Selection",3081,"Aviation / Flight, Card Game, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",1.7083
192074,Odin's Ravens (second edition),2,2,15,30,2016,7.13465,6.3655,1327,10,Hand Management,2673,"Animals, Card Game, Fantasy, Mythology, Racing",Thorsten Gimmler,1.2857
166571,Tramways,1,5,120,120,2016,7.546889999999999,6.36373,795,14,"Auction/Bidding, Deck / Pool Building, Hand Management, Pick-up and Deliver, Route/Network Building, Tile Placement",1447,"City Building, Trains, Transportation",Alban Viard,3.8043
63759,Seeland,2,4,45,60,2010,6.950819999999999,6.36343,1627,9,Tile Placement,2557,"Economic, Farming","Günter Burkhardt, Wolfgang Kramer",2.322
24742,Cold War: CIA vs KGB,2,2,30,60,2007,6.65515,6.36321,3586,12,"Area Control / Area Influence, Press Your Luck, Secret Unit Deployment, Simultaneous Action Selection",5524,"Bluffing, Card Game, Modern Warfare, Political, Spies/Secret Agents","Sébastien Gigaudaut, David Rakoto",1.8613
171011,Favor of the Pharaoh,2,4,45,45,2015,6.864139999999999,6.363169999999999,1992,13,"Deck / Pool Building, Dice Rolling",2951,Dice,Thomas Lehmann,2.0152
128442,Relic,2,4,180,180,2013,6.870410000000001,6.363119999999999,2475,14,"Dice Rolling, Roll / Spin and Move, Variable Player Powers",4826,"Adventure, Exploration, Science Fiction, Space Exploration",John Goodenough,2.4672
234671,Pandemic: Rising Tide,2,5,45,45,2017,7.91265,6.362,653,8,Co-operative Play,1701,none,"Jeroen Doumen, Matt Leacock",2.5455
15511,Fjords,2,2,30,30,2005,6.720860000000001,6.361759999999999,2772,8,"Area Control / Area Influence, Modular Board, Tile Placement",3075,"Abstract Strategy, Medieval, Territory Building",Franz-Benno Delonge,1.7139
21133,Infinity,2,2,60,60,2005,8.0712,6.361219999999999,625,12,"Action Point Allowance System, Deck / Pool Building, Dice Rolling",1098,"Book, Fighting, Miniatures, Science Fiction, Wargame",Gutier Lusquiños Rodríguez,3.7436
86246,Drum Roll,2,4,90,90,2011,6.973339999999999,6.36048,1596,12,"Card Drafting, Set Collection, Voting, Worker Placement",2324,Economic,"Dimitris Drakopoulos, Konstantinos Kokkinis",3.06
38545,Kamisado,2,2,20,20,2008,6.9595899999999995,6.36016,1623,0,Grid Movement,2113,Abstract Strategy,Peter Burley,2.4952
232,Serenissima (first edition),2,4,120,120,1996,6.8716800000000005,6.35976,2136,12,"Pick-up and Deliver, Trading",2828,"Economic, Nautical, Renaissance","Dominique Ehrhard, Duccio Vitale",3.0476
24703,Heroscape Marvel: The Conflict Begins,2,2,60,60,2007,6.98204,6.35945,1723,8,"Dice Rolling, Grid Movement, Modular Board",3822,"Comic Book / Strip, Fighting, Miniatures","Stephen Baker, Rob Daviau, Chris Nelson, Craig Van Ness",2.0635
2961,Confusion:  Espionage and Deception in the Cold War,2,2,45,45,1992,7.1115,6.35884,1252,12,"Grid Movement, Pick-up and Deliver",1849,"Abstract Strategy, Bluffing, Deduction, Spies/Secret Agents",Robert Abbott,2.4045
63543,Horus Heresy (2010),2,2,135,135,2010,7.064760000000001,6.358230000000001,1472,13,"Area Movement, Campaign / Battle Card Driven, Hand Management, Time Track, Variable Player Powers",3760,"Miniatures, Science Fiction","John Goodenough, Jeff Tidball",3.7333
165948,Mangrovia,2,5,75,75,2014,7.2077,6.35728,1139,10,"Area Control / Area Influence, Hand Management, Variable Phase Order, Worker Placement",1528,none,Eilif Svensson,2.4507
180852,Tiny Epic Western,1,4,30,45,2016,6.8095,6.35636,2524,14,"Area Control / Area Influence, Set Collection, Variable Player Powers, Worker Placement",8152,"American West, Bluffing, Industry / Manufacturing",Scott Almes,2.8395
141736,Sail to India,3,4,60,60,2013,6.79868,6.35606,2177,14,"Action Point Allowance System, Area Movement, Set Collection, Worker Placement",4271,"Economic, Exploration, Nautical, Renaissance",Hisashi Hayashi,2.2074
169611,Love Letter: The Hobbit – The Battle of the Five Armies,2,4,20,30,2015,7.168660000000001,6.3553,1290,8,"Hand Management, Player Elimination",2606,"Card Game, Deduction",Seiji Kanai,1.2766
31105,Archaeology: The Card Game,2,4,20,20,2007,6.7003,6.35407,2909,8,"Card Drafting, Press Your Luck, Set Collection",3594,"Adventure, Ancient, Card Game, Exploration",Phil Walker-Harding,1.3463
85005,The Boss,2,4,40,40,2010,6.88444,6.35321,1844,10,"Area Control / Area Influence, Auction/Bidding",2100,"Bluffing, Card Game, Deduction, Mafia",Alain Ollier,1.7923
35503,Ra: The Dice Game,2,4,45,45,2009,6.7602199999999995,6.35266,2259,10,"Dice Rolling, Press Your Luck, Set Collection",2102,"Ancient, Dice",Reiner Knizia,1.7406
118174,Compounded,2,5,30,90,2013,6.8365800000000005,6.35228,2088,13,"Set Collection, Trading",4469,"Educational, Industry / Manufacturing, Negotiation",Darrell Louder,2.4019
145189,Timeline: Music & Cinema,2,8,15,15,2013,6.77442,6.35206,2347,8,none,4723,"Card Game, Educational, Trivia",Frédéric Henry,1.1176
212516,Keyper,2,4,90,120,2017,7.52272,6.351719999999999,820,14,"Area Control / Area Influence, Set Collection, Tile Placement, Worker Placement",1786,"City Building, Economic, Farming, Medieval",Richard Breese,3.5333
102435,Navajo Wars,1,2,120,120,2013,7.960030000000001,6.35149,599,12,"Campaign / Battle Card Driven, Point to Point Movement",1559,"American Indian Wars, American West, Wargame",Joel Toppen,3.8519
41749,American Rails,3,5,90,90,2009,7.493860000000001,6.35104,800,14,"Auction/Bidding, Route/Network Building, Stock Holding, Worker Placement",1225,"Economic, Negotiation, Trains, Transportation",Tim Harrison,2.8551
206051,Insider,4,8,15,15,2016,7.133939999999999,6.3503,1206,9,"Co-operative Play, Partnerships, Voting",2054,"Bluffing, Deduction, Party Game","Akihiro Itoh, Kwaji, Daichi Okano, Kito Shinma",1.1333
157026,Ascension: Realms Unraveled,1,4,30,30,2014,7.6231,6.35001,817,13,"Card Drafting, Deck / Pool Building, Hand Management",1540,"Card Game, Fantasy",Justin Gary,2.1481
230933,Merlin,2,4,75,75,2017,7.151039999999999,6.34965,1275,14,"Area Control / Area Influence, Dice Rolling, Roll / Spin and Move, Set Collection, Worker Placement",1828,"Dice, Medieval","Stefan Feld, Michael Rieneck",3.1429
442,Um Reifenbreite,2,4,60,90,1979,6.84957,6.3493,1950,8,"Hand Management, Roll / Spin and Move",3140,"Racing, Sports",Rob Bontenbal,1.9714
126100,Mythos Tales,1,10,120,120,2016,7.602810000000001,6.34888,812,13,"Co-operative Play, Storytelling",2550,"Deduction, Horror, Murder/Mystery, Novel-based","Hal Eccles, Will Kenyon, Jason Maxwell, Tim Uren",2.6364
25224,Hermagor,2,5,90,120,2006,6.927910000000001,6.34855,1705,12,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation, Point to Point Movement, Route/Network Building",1927,"Economic, Medieval, Transportation",Emanuele Ornella,3.1762
12477,Bootleggers,3,6,120,120,2004,6.689,6.34689,2999,14,"Area Control / Area Influence, Card Drafting, Simultaneous Action Selection, Trading",4095,"Economic, Industry / Manufacturing, Mafia, Negotiation, Transportation","Don Beyer, Ray Eifler, Steve Gross",2.6193
124172,Tsuro of the Seas,2,8,30,30,2012,6.602869999999999,6.3459699999999994,4365,8,"Dice Rolling, Player Elimination, Route/Network Building, Tile Placement",8050,"Abstract Strategy, Nautical","Tom McMurchie, Jordan Weisman",1.4269999999999998
168681,Beyond Baker Street,2,4,20,20,2016,7.04294,6.34583,1346,13,"Co-operative Play, Hand Management, Memory, Variable Player Powers",2400,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic","Robin Lees, Steve Mackenzie",2.2308
32666,Wealth of Nations,3,6,120,120,2008,6.9269,6.34446,1662,0,"Commodity Speculation, Tile Placement, Trading",1683,"Economic, Industry / Manufacturing, Negotiation, Territory Building",Nico Carroll,3.625
17710,Conquest of the Empire,2,6,180,240,2005,6.75438,6.3436900000000005,2815,10,"Area Control / Area Influence, Area Movement, Dice Rolling",4747,"Ancient, Fighting, Political, Territory Building, Wargame","Glenn Drover, Larry Harris, Jr., Martin Wallace",3.0594
65564,Hornet Leader: Carrier Air Operations,1,1,60,60,2010,7.90105,6.3436900000000005,668,12,"Card Drafting, Simulation",1546,"Aviation / Flight, Modern Warfare, Wargame",Dan Verssen,2.8404
91620,Pastiche,2,4,45,60,2011,6.86218,6.34344,1857,10,"Card Drafting, Hand Management, Pattern Building, Set Collection, Tile Placement, Trading",2544,"Educational, Renaissance",Sean MacDonald,2.2794
168788,Rum & Bones,2,6,60,60,2015,7.12115,6.3434,1326,14,"Action Point Allowance System, Area Control / Area Influence, Dice Rolling, Grid Movement, Variable Player Powers",3084,"Fantasy, Miniatures, Nautical, Pirates",Michael Shinall,2.2653
15953,Wings of War: Burning Drachens,1,2,45,45,2005,7.155660000000001,6.34267,1286,8,"Action / Movement Programming, Player Elimination, Simulation, Simultaneous Action Selection",2635,"Aviation / Flight, Card Game, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",1.9651
4636,Clans,2,4,30,30,2002,6.5597,6.34264,4538,10,"Area Control / Area Influence, Area Enclosure",4431,"Abstract Strategy, Bluffing, Deduction, Prehistoric",Leo Colovini,2.0308
22877,Fields of Fire,1,1,300,300,2008,7.72191,6.34143,775,12,"Campaign / Battle Card Driven, Modular Board",2330,"Korean War, Vietnam War, Wargame, World War II",Ben Hull,4.0517
31552,Wings of War: Deluxe Set,2,4,45,45,2007,7.27918,6.3404,1043,0,"Action / Movement Programming, Player Elimination, Simulation, Simultaneous Action Selection",1515,"Aviation / Flight, Card Game, Wargame, World War I","Andrea Angiolino, Pier Giorgio Paglia",2.0
22348,Duplik,3,10,45,45,2005,6.9798100000000005,6.34026,1524,12,Line Drawing,2332,"Humor, Party Game","William Jacobson, Amanda Kohout",1.2292
171662,Neanderthal,1,3,60,120,2015,7.57638,6.3400099999999995,791,14,"Auction/Bidding, Dice Rolling, Simulation, Worker Placement",2019,"Card Game, Economic, Prehistoric",Phil Eklund,3.5862
89910,"Run, Fight, or Die!",1,4,40,40,2014,7.001510000000001,6.33862,1540,13,"Dice Rolling, Press Your Luck, Variable Player Powers",2844,"Fighting, Horror, Miniatures, Zombies",Richard Launius,1.956
134157,Guilds of London,1,4,45,90,2016,7.010610000000001,6.3377300000000005,1414,10,"Area Control / Area Influence, Hand Management",2780,Medieval,Tony Boydell,3.0222
28259,Cutthroat Caverns,3,6,90,90,2007,6.5838399999999995,6.33695,4352,12,"Hand Management, Player Elimination, Role Playing, Simultaneous Action Selection",6095,"Adventure, Card Game, Fantasy, Fighting, Humor",Curt Covert,2.072
19526,Elasund: The First City,2,4,60,90,2005,6.6653199999999995,6.33667,3026,10,"Area Enclosure, Dice Rolling, Hand Management, Set Collection, Tile Placement",3756,"Economic, Territory Building",Klaus Teuber,2.734
205317,DOOM: The Board Game,2,5,120,180,2016,7.7217,6.3365599999999995,838,14,"Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers",1999,"Fighting, Video Game Theme",Jonathan Ying,2.8214
173101,Council of 4,2,4,40,75,2015,7.165039999999999,6.33645,1115,10,"Hand Management, Modular Board, Point to Point Movement, Route/Network Building",1534,Economic,"Simone Luciani, Daniele Tascini",2.5319
929,The Great Dalmuti,4,8,60,60,1995,6.55087,6.33596,5855,8,"Hand Management, Trick-taking",9064,"Card Game, Medieval",Richard Garfield,1.3057
81640,Florenza,2,5,200,200,2010,7.45154,6.33584,830,14,Worker Placement,1468,"City Building, Economic, Political, Renaissance",Stefano Groppi,3.7303
46396,Ubongo 3-D,2,4,30,30,2009,7.15905,6.33576,1137,10,none,1234,"Puzzle, Real-time",Grzegorz Rejchtman,2.0133
6779,The Ark of the Covenant,2,5,30,30,2003,6.99649,6.33565,1423,8,"Area Control / Area Influence, Tile Placement",1903,"Ancient, City Building, Religious","Ursula Stephan, Klaus-Jürgen Wrede",1.9235
169416,Pathfinder Adventure Card Game: Wrath of the Righteous – Base Set,1,4,120,120,2015,7.589169999999999,6.3349400000000005,788,13,"Co-operative Play, Deck / Pool Building, Dice Rolling, Hand Management, Role Playing, Variable Player Powers",2491,"Adventure, Card Game, Fantasy, Fighting","Chad Brown, Tanis O'Connor, Paul Peterson, Mike Selinker, Liz Spain, Gaby Weidling",3.1143
144239,Impulse,2,6,30,60,2013,6.92017,6.33455,1616,13,"Area Control / Area Influence, Grid Movement, Hand Management, Modular Board, Partnerships, Player Elimination, Variable Phase Order, Variable Player Powers",2996,"Bluffing, Card Game, Economic, Fighting, Science Fiction, Space Exploration",Carl Chudyk,2.9623
195043,Welcome Back to the Dungeon,2,4,30,30,2016,6.95448,6.33448,1558,10,"Memory, Player Elimination, Press Your Luck",3992,"Bluffing, Card Game, Fantasy, Fighting","Antoine Bauza, Masato Uesugi",1.2381
179303,Cthulhu Realms,2,4,25,45,2015,6.836289999999999,6.33447,2108,14,"Deck / Pool Building, Player Elimination",3750,Card Game,Darwin Kastle,2.125
180771,Teenage Mutant Ninja Turtles: Shadows of the Past,2,5,60,90,2016,7.711110000000001,6.33338,806,14,"Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers",2503,"Comic Book / Strip, Fighting, Miniatures",Kevin Wilson,2.72
67239,Catan Histories: Settlers of America – Trails to Rails,3,4,120,120,2010,6.8520199999999996,6.33295,1924,12,"Dice Rolling, Hand Management, Route/Network Building, Trading",3579,"Civilization, Negotiation",Klaus Teuber,2.6767
128721,Crisis,1,5,45,120,2016,7.68083,6.33195,736,14,"Commodity Speculation, Worker Placement",1125,"Economic, Industry / Manufacturing, Political","Pantelis Bouboulis, Sotirios Tsantilas",3.0882
191894,Imagine,3,8,15,30,2015,7.0316600000000005,6.33185,1424,12,"Acting, Partnerships",2474,"Deduction, Party Game, Puzzle","藤田 真吾 (Shingo Fujita), Shotaro Nakashima, 大木基至 (Motoyuki Ohki), Hiromi Oikawa",1.0556
175293,Trambahn,2,2,30,45,2015,7.01668,6.33176,1365,8,Card Drafting,2502,"Card Game, Trains, Transportation",Helmut Ohley,1.8235
27627,Talisman (Revised 4th Edition),2,6,90,90,2007,6.556369999999999,6.331,10623,13,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers",15775,"Adventure, Exploration, Fantasy, Fighting","John Goodenough, Robert Harris",2.2057
175095,Dawn of the Zeds (Third edition),1,4,60,180,2016,8.28219,6.33036,526,13,"Action Point Allowance System, Campaign / Battle Card Driven, Chit-Pull System, Co-operative Play, Dice Rolling",1360,"Horror, Zombies",Hermann Luttmann,3.7353
153064,Good Cop Bad Cop,4,8,10,20,2014,6.731669999999999,6.32972,2399,12,"Hand Management, Memory, Partnerships, Player Elimination, Take That",4023,"Bluffing, Card Game, Deduction, Party Game, Spies/Secret Agents","Brian Henk, Clayton Skancke",1.2391
207243,The City of Kings,1,4,45,180,2018,8.25234,6.32947,619,14,"Action Point Allowance System, Co-operative Play, Modular Board, Role Playing, Storytelling, Variable Player Powers",1397,"Adventure, Exploration, Fantasy, Fighting, Puzzle",Frank West,3.0
17223,World of Warcraft: The Boardgame,2,6,180,180,2005,6.62472,6.32918,4796,12,"Area Movement, Dice Rolling, Hand Management, Partnerships, Variable Player Powers",7342,"Adventure, Fantasy, Fighting, Video Game Theme",Christian T. Petersen,3.5008
2570,Atlantic Star,2,6,60,60,2001,6.888889999999999,6.3289599999999995,1702,10,Set Collection,1562,"Card Game, Nautical, Transportation",Dirk Henn,2.1449
31759,Battletech Introductory Box Set,2,6,120,120,2002,7.65653,6.32876,779,14,"Dice Rolling, Hex-and-Counter, Variable Player Powers",1970,"Fighting, Miniatures, Science Fiction, Wargame","L. Ross Babcock, III, Sam Lewis, Jordan Weisman",3.5333
24310,The Red Dragon Inn,2,4,45,45,2007,6.565230000000001,6.32744,5653,13,"Betting/Wagering, Hand Management, Player Elimination, Take That, Variable Player Powers",8307,"Card Game, Fantasy, Humor, Medieval, Party Game","Cliff Bohm, Geoff Bottone, Cold FuZion Studios, Colleen Skadl",1.6647
66588,Wits & Wagers Family,3,10,20,20,2010,6.945310000000001,6.32656,1486,8,Betting/Wagering,3059,"Children's Game, Educational, Party Game, Trivia",Dominic Crapuchettes,1.1127
16267,Trans Europa,2,6,20,20,2005,6.65038,6.32656,2979,8,Route/Network Building,3109,Trains,Franz-Benno Delonge,1.4140000000000001
123096,Space Cadets,3,6,60,120,2012,6.656969999999999,6.32619,2931,8,"Co-operative Play, Dice Rolling, Grid Movement, Memory, Modular Board, Pattern Recognition, Press Your Luck",5260,"Action / Dexterity, Puzzle, Real-time, Science Fiction, Space Exploration","Brian Engelstein, Geoff Engelstein, Sydney Engelstein",2.75
194690,Viral,2,5,60,90,2017,7.16857,6.32597,1146,12,"Area Control / Area Influence, Area Movement, Deck / Pool Building, Hand Management, Simultaneous Action Selection",2335,"Humor, Medical","Gil d'Orey, Antonio Sousa Lara",2.52
8190,The Bridges of Shangri-La,3,4,60,60,2003,6.7728399999999995,6.3259,2136,10,"Area Control / Area Influence, Point to Point Movement, Tile Placement",3131,"Abstract Strategy, Territory Building, Travel",Leo Colovini,2.7309
180592,Steam Time,2,4,90,90,2015,7.247160000000001,6.32581,1005,12,"Card Drafting, Modular Board, Worker Placement",1810,"Adventure, Economic",Rüdiger Dorn,2.9444
