game_id,names,min_players,max_players,min_time,max_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,weight
174430,Gloomhaven,1,4,60,120,2017,8.98893,8.61858,15376,12,"Action / Movement Programming, Co-operative Play, Grid Movement, Hand Management, Modular Board, Role Playing, Simultaneous Action Selection, Storytelling, Variable Player Powers",25928,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Isaac Childres,3.7543
161936,Pandemic Legacy: Season 1,2,4,60,60,2015,8.6614,8.50163,26063,13,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",41605,"Environmental, Medical","Rob Daviau, Matt Leacock",2.821
182028,Through the Ages: A New Story of Civilization,2,4,180,240,2015,8.60673,8.30183,12352,14,"Action Point Allowance System, Auction/Bidding, Card Drafting",15848,"Card Game, Civilization, Economic",Vlaada Chvátil,4.3678
167791,Terraforming Mars,1,5,120,120,2016,8.38461,8.19914,26004,12,"Card Drafting, Hand Management, Set Collection, Tile Placement, Variable Player Powers",33340,"Economic, Environmental, Industry / Manufacturing, Science Fiction, Territory Building",Jacob Fryxelius,3.2456
12333,Twilight Struggle,2,2,120,180,2005,8.33954,8.19787,31301,13,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simultaneous Action Selection",42952,"Modern Warfare, Political, Wargame","Ananda Gupta, Jason Matthews",3.5518
187645,Star Wars: Rebellion,2,4,180,240,2016,8.47439,8.16545,13336,14,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Partnerships, Variable Player Powers",20682,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",Corey Konieczka,3.6311
169786,Scythe,1,5,90,115,2016,8.29158,8.107999999999999,29219,14,"Area Control / Area Influence, Grid Movement, Simultaneous Action Selection, Variable Player Powers",38279,"Civilization, Economic, Fighting, Miniatures, Science Fiction, Territory Building",Jamey Stegmaier,3.3609
120677,Terra Mystica,2,5,60,150,2012,8.23703,8.09296,29309,12,"Area Control / Area Influence, Route/Network Building, Variable Phase Order, Variable Player Powers",32637,"Civilization, Economic, Fantasy, Territory Building","Jens Drögemüller, Helge Ostertag",3.9505
193738,Great Western Trail,2,4,75,150,2016,8.285739999999999,8.04047,13521,12,"Deck / Pool Building, Hand Management, Point to Point Movement",16869,American West,Alexander Pfister,3.7011
220308,Gaia Project,1,4,60,150,2017,8.68217,8.00732,4860,12,"Modular Board, Route/Network Building, Variable Player Powers",6243,"Civilization, Economic, Science Fiction, Territory Building","Jens Drögemüller, Helge Ostertag",4.2966
84876,The Castles of Burgundy,2,4,30,90,2011,8.12383,8.006789999999999,31613,12,"Dice Rolling, Set Collection, Tile Placement, Variable Phase Order",43992,"Dice, Medieval, Territory Building",Stefan Feld,3.0272
173346,7 Wonders Duel,2,2,30,30,2015,8.145589999999999,8.006269999999999,32165,10,"Card Drafting, Set Collection",49800,"Ancient, Card Game, City Building, Civilization","Antoine Bauza, Bruno Cathala",2.2307
115746,War of the Ring (Second Edition),2,4,150,180,2012,8.37781,7.98727,8217,13,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",13216,"Adventure, Fantasy, Fighting, Miniatures, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",4.0418
102794,Caverna: The Cave Farmers,1,7,30,210,2013,8.1177,7.95343,21145,12,"Tile Placement, Worker Placement",26974,"Animals, Economic, Fantasy, Farming",Uwe Rosenberg,3.7823
3076,Puerto Rico,2,5,90,150,2002,8.06034,7.94839,52849,12,Variable Phase Order,61011,"City Building, Economic, Farming",Andreas Seyfarth,3.2932
31260,Agricola,1,5,30,150,2007,8.02172,7.923189999999999,53481,12,"Area Enclosure, Card Drafting, Hand Management, Variable Player Powers, Worker Placement",64468,"Animals, Economic, Farming",Uwe Rosenberg,3.6326
96848,Mage Knight Board Game,1,4,60,240,2011,8.118160000000001,7.915539999999999,21524,14,"Card Drafting, Co-operative Play, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Tile Placement, Variable Player Powers",31976,"Adventure, Exploration, Fantasy, Fighting",Vlaada Chvátil,4.2406
183394,Viticulture Essential Edition,1,6,45,90,2015,8.17385,7.91061,12037,13,"Hand Management, Variable Phase Order, Worker Placement",16732,"Economic, Farming","Morten Monrad Pedersen, Jamey Stegmaier, Alan Stone",2.9307
205637,Arkham Horror: The Card Game,1,2,60,120,2016,8.2564,7.90793,12047,14,"Action Point Allowance System, Co-operative Play, Deck / Pool Building, Hand Management, Role Playing, Variable Player Powers",22612,"Adventure, Card Game, Collectible Components, Fantasy, Horror, Novel-based","Nate French, Matthew Newman",3.2205
205059,Mansions of Madness: Second Edition,1,5,120,180,2016,8.20129,7.88669,12396,14,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Partnerships, Role Playing, Variable Player Powers",19680,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle",Nikki Valens,2.6623
124361,Concordia,2,5,100,100,2013,8.07072,7.883769999999999,15266,13,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement",17797,"Ancient, Economic, Nautical",Mac Gerdts,3.1076
170216,Blood Rage,2,4,60,90,2015,8.074810000000001,7.88092,20998,14,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",26099,"Fantasy, Fighting, Miniatures, Mythology",Eric M. Lang,2.889
209010,Mechs vs. Minions,2,4,60,90,2016,8.217310000000001,7.86875,9195,14,"Action / Movement Programming, Card Drafting, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",14532,"Fantasy, Fighting, Miniatures, Video Game Theme","Chris Cantrell, Rick Ernst, Stone Librande, Prashant Saraswat, Nathan Tiras",2.4727
164153,Star Wars: Imperial Assault,2,5,60,120,2014,8.13522,7.85376,14563,14,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",25367,"Adventure, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Justin Kemppainen, Corey Konieczka, Jonathan Ying",3.2846
164928,Orléans,2,4,90,90,2014,8.07954,7.8537,12709,12,"Deck / Pool Building, Point to Point Movement, Worker Placement",14851,"Medieval, Religious, Travel",Reiner Stockhausen,3.1077
25613,Through the Ages: A Story of Civilization,2,4,240,240,2006,8.02876,7.851260000000001,16329,12,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",16397,"Civilization, Economic",Vlaada Chvátil,4.1703
175914,Food Chain Magnate,2,5,120,240,2015,8.220080000000001,7.83662,7406,14,"Card Drafting, Deck / Pool Building, Modular Board, Route/Network Building, Simultaneous Action Selection",9193,"Economic, Industry / Manufacturing","Jeroen Doumen, Joris Wiersinga",4.2209
2651,Power Grid,2,6,120,120,2004,7.91299,7.82722,46701,12,"Auction/Bidding, Route/Network Building",53847,"Economic, Industry / Manufacturing",Friedemann Friese,3.2821
177736,A Feast for Odin,1,4,30,120,2016,8.18983,7.81928,8145,12,"Area Enclosure, Dice Rolling, Pattern Building, Press Your Luck, Tile Placement, Worker Placement",10846,"Economic, Industry / Manufacturing, Medieval, Puzzle",Uwe Rosenberg,3.8636
233078,Twilight Imperium: Fourth Edition,3,6,240,480,2017,8.903369999999999,7.8159,3053,14,"Area Control / Area Influence, Area Movement, Area-Impulse, Dice Rolling, Modular Board, Set Collection, Trading, Variable Phase Order, Variable Player Powers, Voting",4877,"Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame","Dane Beltrami, Corey Konieczka, Christian T. Petersen",4.1338
72125,Eclipse,2,6,60,200,2011,7.974019999999999,7.80979,22633,14,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Tile Placement, Variable Phase Order, Variable Player Powers",24441,"Civilization, Fighting, Science Fiction, Space Exploration, Wargame",Touko Tahkokallio,3.6863
221107,Pandemic Legacy: Season 2,2,4,60,60,2017,8.46509,7.803039999999999,4181,14,"Co-operative Play, Hand Management, Pick-up and Deliver, Point to Point Movement, Set Collection, Variable Player Powers",9792,"Environmental, Exploration, Medical","Rob Daviau, Matt Leacock",3.1944
55690,Kingdom Death: Monster,1,6,60,180,2015,8.89537,7.79905,4739,17,"Co-operative Play, Dice Rolling, Grid Movement, Role Playing, Storytelling",6872,"Adventure, Fantasy, Horror, Mature / Adult, Miniatures, Mythology",Adam Poots,4.2361
28720,Brass: Lancashire,2,4,120,180,2007,8.01122,7.788889999999999,11465,14,"Hand Management, Route/Network Building",12122,"Economic, Industry / Manufacturing, Transportation",Martin Wallace,3.8757
121921,Robinson Crusoe: Adventures on the Cursed Island,1,4,60,120,2012,7.955539999999999,7.7854399999999995,23131,14,"Action / Movement Programming, Co-operative Play, Deck / Pool Building, Dice Rolling, Storytelling, Tile Placement, Variable Player Powers, Worker Placement",35394,"Adventure, Exploration, Fighting, Novel-based",Ignacy Trzewiczek,3.7333
35677,Le Havre,1,5,30,150,2008,7.91345,7.78218,21356,12,Worker Placement,23447,"City Building, Economic, Industry / Manufacturing, Nautical",Uwe Rosenberg,3.7559
126163,Tzolk'in: The Mayan Calendar,2,4,90,90,2012,7.930219999999999,7.78148,21391,13,"Set Collection, Worker Placement",24528,"Ancient, Civilization, Economic, Farming, Mythology","Simone Luciani, Daniele Tascini",3.6361
124742,Android: Netrunner,2,2,45,45,2012,7.922339999999999,7.740189999999999,22767,14,"Action Point Allowance System, Hand Management, Secret Unit Deployment, Variable Player Powers",35645,"Bluffing, Card Game, Collectible Components, Science Fiction","Richard Garfield, Lukas Litzsinger",3.3592
171623,The Voyages of Marco Polo,2,4,40,100,2015,7.96457,7.739089999999999,12780,12,"Card Drafting, Dice Rolling, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement",15116,"Dice, Economic, Medieval, Travel","Simone Luciani, Daniele Tascini",3.1886
230802,Azul,2,4,30,45,2017,8.01887,7.73689,11182,8,"Pattern Building, Set Collection, Tile Placement",15712,Abstract Strategy,Michael Kiesling,1.8458
68448,7 Wonders,2,7,30,30,2010,7.80273,7.71364,61466,10,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers",80301,"Ancient, Card Game, City Building, Civilization",Antoine Bauza,2.3429
122515,Keyflower,2,6,90,120,2012,7.8872800000000005,7.70528,14261,12,"Auction/Bidding, Memory, Modular Board, Pick-up and Deliver, Route/Network Building, Set Collection, Tile Placement, Worker Placement",17371,"City Building, Economic, Nautical, Renaissance, Territory Building","Sebastian Bleasdale, Richard Breese",3.3432
178900,Codenames,2,8,15,15,2015,7.78988,7.69843,42207,14,"Memory, Partnerships, Press Your Luck",66565,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game",Vlaada Chvátil,1.3303
162886,Spirit Island,1,4,90,120,2017,8.4231,7.696110000000001,4015,13,"Card Drafting, Co-operative Play, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers",6198,"Age of Reason, Environmental, Fantasy, Fighting, Mythology, Renaissance, Territory Building",R. Eric Reuss,3.8696
18602,Caylus,2,5,60,150,2005,7.82987,7.684889999999999,23494,12,Worker Placement,23855,"City Building, Economic, Medieval",William Attia,3.8189
146021,Eldritch Horror,1,8,120,240,2013,7.9131,7.682860000000001,20599,14,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",30839,"Adventure, Fantasy, Fighting, Horror, Novel-based","Corey Konieczka, Nikki Valens",3.3129
146508,T.I.M.E Stories,2,4,90,240,2015,7.8835,7.679180000000001,15847,12,"Co-operative Play, Dice Rolling, Role Playing, Storytelling, Time Track, Variable Player Powers",24194,"Adventure, Mature / Adult, Puzzle, Science Fiction","Peggy Chassenet, Manuel Rozoy",2.6464
28143,Race for the Galaxy,2,4,30,60,2007,7.7660800000000005,7.67254,37925,12,"Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",45477,"Card Game, Civilization, Economic, Science Fiction, Space Exploration",Thomas Lehmann,2.9763
12493,Twilight Imperium (Third Edition),3,6,180,240,2005,7.895239999999999,7.67162,16559,14,"Action Point Allowance System, Area-Impulse, Dice Rolling, Modular Board, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting",18723,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame",Christian T. Petersen,4.2413
110327,Lords of Waterdeep,2,5,60,120,2012,7.780710000000001,7.66562,34638,12,"Set Collection, Take That, Worker Placement",42406,"City Building, Fantasy","Peter Lee, Rodney Thompson",2.4908
157354,Five Tribes,2,4,40,80,2014,7.7988800000000005,7.6562,22271,13,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Modular Board, Set Collection",29058,"Animals, Arabian, Fantasy, Mythology",Bruno Cathala,2.8918
62219,Dominant Species,2,6,120,240,2010,7.84068,7.65269,14262,14,"Area Control / Area Influence, Card Drafting, Grid Movement, Modular Board, Tile Placement, Variable Player Powers, Worker Placement",14703,"Animals, Environmental, Prehistoric",Chad Jensen,4.035
205896,Rising Sun,3,5,90,120,2018,8.19132,7.652019999999999,5849,14,"Area Control / Area Influence, Area Movement, Card Drafting, Set Collection, Simultaneous Action Selection, Take That, Variable Phase Order, Variable Player Powers",10550,"Bluffing, Fantasy, Miniatures, Mythology, Negotiation, Wargame",Eric M. Lang,3.194
159675,Fields of Arle,1,2,60,120,2014,8.17292,7.650469999999999,4795,13,Worker Placement,7787,"Economic, Farming, Industry / Manufacturing",Uwe Rosenberg,3.9068
93,El Grande,2,5,60,120,1995,7.78817,7.6475,20030,12,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",19232,Renaissance,"Wolfgang Kramer, Richard Ulrich",3.0764
163412,Patchwork,2,2,15,30,2014,7.760560000000001,7.641539999999999,27460,8,"Tile Placement, Time Track",40272,"Abstract Strategy, Puzzle",Uwe Rosenberg,1.7081
216132,Clans of Caledonia,1,4,30,120,2017,8.13711,7.6414,5325,12,"Commodity Speculation, Modular Board, Route/Network Building, Variable Player Powers",7682,Economic,Juma Al-JouJou,3.4133
40834,Dominion: Intrigue,2,4,30,30,2009,7.76244,7.633960000000001,25448,13,"Card Drafting, Deck / Pool Building, Hand Management",36342,"Card Game, Medieval",Donald X. Vaccarino,2.4395
132531,Roll for the Galaxy,2,5,45,45,2014,7.777019999999999,7.62599,18671,13,"Deck / Pool Building, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",23686,"Civilization, Dice, Economic, Science Fiction, Space Exploration","Wei-Hwa Huang, Thomas Lehmann",2.7518
201808,Clank!: A Deck-Building Adventure,2,4,30,60,2016,7.877999999999999,7.6243,11763,12,"Card Drafting, Deck / Pool Building, Player Elimination, Point to Point Movement, Press Your Luck",15831,"Adventure, Fantasy",Paul Dennen,2.2335
37111,Battlestar Galactica: The Board Game,3,6,120,300,2008,7.752610000000001,7.61095,28025,10,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Partnerships, Role Playing, Variable Player Powers",31125,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents",Corey Konieczka,3.2292
103885,Star Wars: X-Wing Miniatures Game,2,2,30,45,2012,7.81743,7.6054699999999995,19398,14,"Action / Movement Programming, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers",32757,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame",Jason Little,2.4727
150376,Dead of Winter: A Crossroads Game,2,5,60,120,2014,7.748989999999999,7.603960000000001,28885,13,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Press Your Luck, Storytelling, Trading, Variable Player Powers, Voting",39714,"Bluffing, Deduction, Horror, Zombies","Jonathan Gilmour, Isaac Vega",3.0008
172386,Mombasa,2,4,75,150,2015,7.94952,7.59817,7117,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",9143,Economic,Alexander Pfister,3.8826
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1,8,60,120,1981,7.8228,7.5938,11552,10,"Co-operative Play, Storytelling",22939,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents","Raymond Edwards, Suzanne Goldberg, Gary Grady",2.7516
73439,Troyes,2,4,90,90,2010,7.76852,7.580589999999999,13379,12,"Area Control / Area Influence, Dice Rolling, Worker Placement",14444,"Dice, Economic, Medieval","Sébastien Dujardin, Xavier Georges, Alain Orban",3.4594
125153,The Gallerist,1,4,60,150,2015,8.022269999999999,7.57857,5470,13,"Commodity Speculation, Set Collection, Worker Placement",7996,Economic,Vital Lacerda,4.2843
42,Tigris & Euphrates,2,4,90,90,1997,7.715660000000001,7.576960000000001,21889,12,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",24223,"Ancient, Civilization, Territory Building",Reiner Knizia,3.5289
144733,Russian Railroads,2,4,90,120,2013,7.80207,7.57568,10778,12,Worker Placement,11582,"Industry / Manufacturing, Trains","Helmut Ohley, Leonhard ""Lonny"" Orgler",3.4161
102680,Trajan,2,4,60,120,2011,7.794860000000001,7.57118,11347,12,"Area Movement, Card Drafting, Hand Management, Set Collection",13359,"Ancient, Political",Stefan Feld,3.6738
36218,Dominion,2,4,30,30,2008,7.6647300000000005,7.568789999999999,63084,13,"Card Drafting, Deck / Pool Building, Hand Management",81790,"Card Game, Medieval",Donald X. Vaccarino,2.3688
30549,Pandemic,2,4,45,45,2008,7.654660000000001,7.5631,74266,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",107996,Medical,Matt Leacock,2.4258
194655,Santorini,2,4,20,20,2016,7.80081,7.5476,11212,8,"Grid Movement, Tile Placement, Variable Player Powers",18561,"Abstract Strategy, Ancient, Mythology",Gord!,1.75
185343,Anachrony,1,4,30,120,2017,8.155660000000001,7.54201,4242,15,"Action Point Allowance System, Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement",6802,"Economic, Science Fiction","Richard Amann, Viktor Peter, Dávid Turczi",3.9227
127023,Kemet,2,5,90,120,2012,7.76112,7.530539999999999,11422,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Variable Phase Order",13593,"Ancient, Fighting, Miniatures, Mythology","Jacques Bariot, Guillaume Montiage",2.9867
104162,Descent: Journeys in the Dark (Second Edition),2,5,120,120,2012,7.7557100000000005,7.52729,17418,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers",27719,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson",3.2055
34635,Stone Age,2,4,60,90,2008,7.617310000000001,7.51835,34898,10,"Dice Rolling, Set Collection, Worker Placement",37220,"Dice, Prehistoric",Bernd Brunnhofer,2.4978
161970,Alchemists,2,4,120,120,2014,7.728439999999999,7.51006,12653,13,"Action Point Allowance System, Card Drafting, Hand Management, Worker Placement",16773,"Deduction, Fantasy",Matúš Kotry,3.8336
155426,Castles of Mad King Ludwig,1,4,90,90,2014,7.6656,7.507460000000001,16727,13,"Card Drafting, Pattern Building, Set Collection, Tile Placement",21924,Post-Napoleonic,Ted Alspach,2.6687
175155,Forbidden Stars,2,4,120,180,2015,8.012030000000001,7.50592,5240,14,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",9309,"Bluffing, Fighting, Miniatures, Science Fiction, Wargame","Samuel Bailey, James Kniffen, Corey Konieczka",3.7738
9609,War of the Ring (First Edition),2,4,120,120,2004,7.78702,7.50523,9247,12,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",11785,"Adventure, Fantasy, Miniatures, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",3.8397
103343,A Game of Thrones: The Board Game (Second Edition),3,6,120,240,2011,7.692260000000001,7.49945,21492,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers",27874,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame",Christian T. Petersen,3.6694
155068,Arcadia Quest,2,4,60,60,2014,7.902360000000001,7.49555,6778,13,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",11107,"Adventure, Fantasy, Fighting, Miniatures","Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret",2.5229
128882,The Resistance: Avalon,5,10,30,30,2012,7.66148,7.49366,19734,13,"Memory, Partnerships, Simultaneous Action Selection, Variable Player Powers, Voting",27796,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies/Secret Agents",Don Eskridge,1.7749
147020,Star Realms,2,2,20,20,2014,7.628089999999999,7.491860000000001,24384,12,"Card Drafting, Deck / Pool Building, Hand Management, Take That",36553,"Card Game, Fighting, Science Fiction","Robert Dougherty, Darwin Kastle",1.9706
146652,Legendary Encounters: An Alien Deck Building Game,1,5,45,45,2014,7.817080000000001,7.488860000000001,8073,17,"Card Drafting, Co-operative Play, Deck / Pool Building, Partnerships, Player Elimination, Variable Player Powers",11840,"Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction","Ben Cichoski, Daniel Mandel",2.7176
70149,Ora et Labora,1,4,60,180,2011,7.7502,7.48062,8350,13,"Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement",10308,"City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building",Uwe Rosenberg,3.8981
198928,Pandemic: Iberia,2,5,45,45,2016,8.05208,7.47722,4353,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",9057,Medical,"Jesús Torres Castro, Matt Leacock",2.6615
148949,Istanbul,2,5,40,60,2014,7.62369,7.47122,16600,10,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",21279,Economic,Rüdiger Dorn,2.5855
14996,Ticket to Ride: Europe,2,5,30,60,2005,7.575939999999999,7.46605,42152,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",55364,"Trains, Travel",Alan R. Moon,1.9595
43111,Chaos in the Old World,3,4,60,120,2009,7.677969999999999,7.46053,12463,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",13286,"Fantasy, Fighting, Horror, Mythology, Wargame",Eric M. Lang,3.181
123260,Suburbia,1,4,90,90,2012,7.5957300000000005,7.460089999999999,17337,8,"Card Drafting, Set Collection, Tile Placement",20798,"City Building, Economic",Ted Alspach,2.7799
197376,Charterstone,1,6,45,75,2017,8.02188,7.45856,4710,14,"Card Drafting, Hand Management, Worker Placement",10994,"City Building, Economic, Medieval",Jamey Stegmaier,2.8421
17133,Railways of the World,2,6,120,120,2005,7.69013,7.45667,9964,10,"Action Point Allowance System, Auction/Bidding, Card Drafting, Pick-up and Deliver, Route/Network Building, Tile Placement",10456,"Trains, Transportation, Video Game Theme","Glenn Drover, Martin Wallace",3.0276
14105,Commands & Colors: Ancients,2,2,60,60,2006,7.7816399999999994,7.453360000000001,7167,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board",9131,"Ancient, Wargame",Richard Borg,2.6957
126042,Nations,1,5,40,200,2013,7.69987,7.45154,9366,14,"Card Drafting, Variable Player Powers",10247,"Card Game, Civilization, Economic","Rustan Håkansson, Nina Håkansson, Einar Rosén, Robert Rosén",3.5376
171131,Captain Sonar,2,8,45,60,2016,7.71093,7.439760000000001,9062,14,"Grid Movement, Line Drawing, Partnerships, Role Playing, Secret Unit Deployment, Simultaneous Action Selection",12339,"Deduction, Fighting, Nautical, Real-time","Roberto Fraga, Yohan Lemonnier",2.1104
39463,Cosmic Encounter,3,5,60,120,2008,7.58087,7.426819999999999,22001,12,"Hand Management, Partnerships, Take That, Variable Player Powers",26591,"Bluffing, Negotiation, Science Fiction, Space Exploration","Bill Eberle, Jack Kittredge, Bill Norton, Peter Olotka, Kevin Wilson",2.5576
91,Paths of Glory,2,2,480,480,1999,8.00093,7.4261800000000004,3864,14,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",6925,"Wargame, World War I",Ted Raicer,3.8276
196340,Yokohama,2,4,90,90,2016,7.96173,7.423780000000001,4146,12,"Grid Movement, Modular Board, Route/Network Building, Set Collection, Worker Placement",6631,Economic,Hisashi Hayashi,3.3267
182874,Grand Austria Hotel,2,4,60,120,2015,7.79448,7.42103,6288,12,"Dice Rolling, Hand Management, Set Collection",8156,Economic,"Virginio Gigli, Simone Luciani",3.2237
21050,Combat Commander: Europe,2,2,60,180,2006,7.903580000000001,7.417960000000001,4656,12,"Campaign / Battle Card Driven, Hex-and-Counter, Simulation, Variable Phase Order",6697,"Wargame, World War II",Chad Jensen,3.2117
77423,The Lord of the Rings: The Card Game,1,2,60,60,2011,7.632210000000001,7.414460000000001,16799,13,"Co-operative Play, Hand Management, Variable Player Powers",25794,"Adventure, Card Game, Collectible Components, Fantasy, Novel-based",Nate French,3.138
54043,Jaipur,2,2,30,30,2009,7.5322,7.41332,24085,12,"Card Drafting, Hand Management, Set Collection",33335,"Animals, Card Game",Sébastien Pauchon,1.5230000000000001
9216,Goa,2,4,90,90,2004,7.62115,7.4046199999999995,10156,12,"Auction/Bidding, Hand Management, Press Your Luck",10076,"Economic, Farming, Nautical, Renaissance",Rüdiger Dorn,3.3802
172287,Champions of Midgard,2,4,60,90,2015,7.78023,7.4012899999999995,6364,10,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",9778,"Adventure, Dice, Fantasy, Fighting, Medieval, Mythology",Ole Steiness,2.5215
43015,Hansa Teutonica,2,5,45,90,2009,7.63138,7.401160000000001,9432,12,"Action Point Allowance System, Area Control / Area Influence, Route/Network Building",9256,Renaissance,Andreas Steding,3.1329
176189,Zombicide: Black Plague,1,6,60,180,2015,7.822889999999999,7.39962,7716,10,"Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",14137,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",2.5517
31627,Ticket to Ride: Nordic Countries,2,3,30,60,2007,7.65653,7.39728,9065,8,"Card Drafting, Hand Management, Route/Network Building, Set Collection",13026,"Trains, Transportation, Travel",Alan R. Moon,1.9882
104006,Village,2,4,60,90,2011,7.553999999999999,7.396910000000001,15820,12,"Set Collection, Worker Placement",19781,"Farming, Medieval","Inka Brand, Markus Brand",3.0783
27833,Steam,3,5,90,90,2009,7.643160000000001,7.396319999999999,8567,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Tile Placement",9296,"Economic, Trains, Transportation",Martin Wallace,3.455
148228,Splendor,2,4,30,30,2014,7.50214,7.39608,38661,10,"Card Drafting, Set Collection",52382,"Card Game, Economic, Renaissance",Marc André,1.8317
224037,Codenames Duet,2,4,15,30,2017,7.87523,7.39398,4493,11,"Co-operative Play, Partnerships, Press Your Luck",10141,"Deduction, Word Game","Vlaada Chvátil, Scot Eaton",1.3158
146886,La Granja,1,4,90,120,2014,7.744039999999999,7.392989999999999,6063,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement",8231,"Economic, Farming","Michael Keller (II), Andreas ""ode."" Odendahl",3.5882
